InChI,InChIKey,SMILES,Synonyms,PUBCHEM_CID,Molecular formula,Major Isotope Mass,ALogP,Lipinski_Violations,Insecticide_Likeness_Violations,Post_Em_Herbicide_Likeness_Violations,Metabolite ID,cdk:Title,Reaction,Reaction ID,Enzyme(s),Biosystem,Precursor ID,Precursor SMILES,Precursor InChI,Precursor InChIKey,Precursor ALogP,Precursor Major Isotope Mass
"InChI=1S/C16H16O5/c1-21-15-9-12(18)8-14(20)16(15)13(19)7-4-10-2-5-11(17)6-3-10/h2-3,5-6,8-9,17-18,20H,4,7H2,1H3",PDZBWDAJMIPJSK-UHFFFAOYSA-N,O(C=1C(C(=O)CCC2=CC=C(O)C=C2)=C(O)C=C(O)C1)C,"111316-17-7
1-(2,4-Dihydroxy-6-methoxyphenyl)-3-(4-hydroxyphenyl)propan-1-one
4,2',4'-Trihydroxy-6'-methoxydihydrochalcone
DTXSID50654870
RefChem:96138
DTXCID50605620
1-Propanone, 1-(2,4-dihydroxy-6-methoxyphenyl)-3-(4-hydroxyphenyl)-
2'-O-Methylphloretin
2'-O-Methylphloretin (4,2',4'-Trihydroxy-6'-methoxydihydrochalcone)
2 inverted exclamation marka-O-Methylphloretin
SCHEMBL799745
orb1941370
CHEBI:184622
HY-N12309
LMPK12120537
AKOS040736319
FS-7340
DA-60172
CS-0897491
G90673
1-(2,4-dihydroxy-6-methoxy-phenyl)-3-(4-hydroxyphenyl)propan-1-one",42607705,C16H16O5,288.099773612,2.9065999999999983,0,1,1,BTM00563,BTM00563,"Reduction of alpha,beta-unsaturated carbon-carbon double bond adjacent to electron withdrawing group",BTMR1209,EC 1.6.99.1,GUTMICRO,BTM00188,O(C=1C(C(=O)C=CC2=CC=C(O)C=C2)=C(O)C=C(O)C1)C,"InChI=1S/C16H14O5/c1-21-15-9-12(18)8-14(20)16(15)13(19)7-4-10-2-5-11(17)6-3-10/h2-9,17-18,20H,1H3/b7-4+",OWGUBYRKZATRIT-QPJJXVBHSA-N,2.8833999999999995,286.084123548
"InChI=1S/C16H14O4/c1-20-15-10-12(17)9-14(19)16(15)13(18)8-7-11-5-3-2-4-6-11/h2-10,17,19H,1H3/b8-7+",NYSZJNUIVUBQMM-BQYQJAHWSA-N,O(C=1C(C(=O)C=CC2=CC=CC=C2)=C(O)C=C(O)C1)C,"Cardamonin
19309-14-9
Alpinetin chalcone
CARDAMOMIN
Dihydroxymethoxychalcone
(E)-1-(2,4-dihydroxy-6-methoxyphenyl)-3-phenylprop-2-en-1-one
2-Propen-1-one, 1-(2,4-dihydroxy-6-methoxyphenyl)-3-phenyl-, (2E)-
H8KP1OJ8JX
2'4'-Dihydroxy-6'-methoxy-chalcone
RefChem:574660
663-565-8
(E)-Cardamonin
MFCD00238554
(E)-1-(2,4-Dihydroxy-6-methoxyphenyl)-3-phenyl-2-propen-1-one
CHEMBL378104
2-Propen-1-one, 1-(2,4-dihydroxy-6-methoxyphenyl)-3-phenyl-
(2E)-1-(2,4-Dihydroxy-6-methoxyphenyl)-3-phenyl-2-propen-1-one
(E)-1-(2,4-dihydroxy-6-methoxy-phenyl)-3-phenyl-prop-2-en-1-one
Cardamomin; Alpinetin chalcone
UNII-H8KP1OJ8JX
Cardamoni
cardamonin?
(E)-Cardamomin; (E)-Alpinetin chalcone
PHYTO-DKK1
(E)-Cardamonin (Standard)
Cardamomin;Alpinetin chalcone
MLS000876992
SCHEMBL449220
MEGxp0_000534
orb1304760
Cardamonin, >=98% (HPLC)
ACon1_000221
HY-N1378R
CHEBI:125601
CHEBI:186253
(E)-1-(2,4-Dihydroxy-6-methoxy-phenyl)-3-phenyl-propenone
DTXSID201029726
HMS2271N04
HY-N0279
(2E)-1-(2,4-dihydroxy-6-methoxyphenyl)-3-phenylprop-2-en-1-one
BDBM50185446
LMPK12120245
s3867
AKOS015896716
CCG-208127
DB14122
EBC-373062
FC66017
NCGC00180767-01
AC-34864
DS-15713
SMR000440601
SY073891
CS-0008777
NS00069918
309C149
AA-504/20834003
Q5038242
BRD-K61559475-001-01-0
Z2315575709
1-(2\',4\'-Dihydroxy-6\'-methoxy-phenyl)-3-phenyl-propenone
NCGC00180767-02!(E)-1-(2,4-dihydroxy-6-methoxyphenyl)-3-phenylprop-2-en-1-one
InChI=1/C16H14O4/c1-20-15-10-12(17)9-14(19)16(15)13(18)8-7-11-5-3-2-4-6-11/h2-10,17,19H,1H3/b8-7",641785,C16H14O4,270.089208928,3.1507999999999994,0,0,0,BTM00572,BTM00572,4'-Dehydroxylation of substituted benzene,BTMR1012,Unspecified bacterial dehydroxylase,GUTMICRO,BTM00188,O(C=1C(C(=O)C=CC2=CC=C(O)C=C2)=C(O)C=C(O)C1)C,"InChI=1S/C16H14O5/c1-21-15-9-12(18)8-14(20)16(15)13(19)7-4-10-2-5-11(17)6-3-10/h2-9,17-18,20H,1H3/b7-4+",OWGUBYRKZATRIT-QPJJXVBHSA-N,2.8833999999999995,286.084123548
"InChI=1S/C16H16O5/c1-21-12-8-14(19)16(15(20)9-12)13(18)7-4-10-2-5-11(17)6-3-10/h2-3,5-6,8-9,17,19-20H,4,7H2,1H3",UPXIBKPHJYQSGP-UHFFFAOYSA-N,OC=1C(C(=O)CCC2=CC=C(O)C=C2)=C(O)C=C(OC)C1,"Asebogenin
520-42-3
1-(2,6-dihydroxy-4-methoxyphenyl)-3-(4-hydroxyphenyl)propan-1-one
Phloretin 4'-methyl ether
CHEBI:2871
DTXSID60331781
RefChem:114499
DTXCID10282875
2',6',4-Trihydroxy-4'-methoxydihydrochalcone
4'-O-Methylphloretin
Dihydroisosakuranetin
CHEMBL253257
orb1683115
SCHEMBL4740064
HY-N7314
1-(2,6-Dihydroxy-4-methoxyphenyl)-3-(4-hydroxyphenyl)-1-propanone
LMPK12120545
AKOS040761380
XD161717
CS-0113251
C09471
2',6',4-trihydroxy-4'-methoxy-dihydrochalcone
Q27105855",442255,C16H16O5,288.099773612,2.9065999999999983,0,1,1,BTM00564,BTM00564,"Reduction of alpha,beta-unsaturated carbon-carbon double bond adjacent to electron withdrawing group",BTMR1209,EC 1.6.99.1,GUTMICRO,BTM00189,OC=1C(C(=O)C=CC2=CC=C(O)C=C2)=C(O)C=C(OC)C1,"InChI=1S/C16H14O5/c1-21-12-8-14(19)16(15(20)9-12)13(18)7-4-10-2-5-11(17)6-3-10/h2-9,17,19-20H,1H3/b7-4+",JGPQAWUEYNNXOH-QPJJXVBHSA-N,2.8833999999999995,286.084123548
"InChI=1S/C16H14O4/c1-20-12-9-14(18)16(15(19)10-12)13(17)8-7-11-5-3-2-4-6-11/h2-10,18-19H,1H3/b8-7+",CUGDOWNTXKLQMD-BQYQJAHWSA-N,OC=1C(C(=O)C=CC2=CC=CC=C2)=C(O)C=C(OC)C1,"2',6'-Dihydroxy-4'-methoxychalcone
RefChem:908392
278-629-7
Pinostrobin chalcone
18956-15-5
1-(2,6-Dihydroxy-4-methoxyphenyl)-3-phenylprop-2-en-1-one
77129-49-8
(E)-1-(2,6-dihydroxy-4-methoxyphenyl)-3-phenylprop-2-en-1-one
CHEMBL317221
(2E)-1-(2,6-dihydroxy-4-methoxyphenyl)-3-phenylprop-2-en-1-one
2-Propen-1-one, 1-(2,6-dihydroxy-4-methoxyphenyl)-3-phenyl-, (2E)-
EINECS 278-629-7
MFCD00017363
Chalcone, 2',6'-dihydroxy-4'-methoxy-
orb1684310
SCHEMBL3483741
Pinostrobin chalcone (Standard)
HY-N3057R
DTXSID50940467
CHEBI:174555
2-Propen-1-one, 1-(2,6-dihydroxy-4-methoxyphenyl)-3-phenyl-, (E)-; Chalcone, 2',6'-dihydroxy-4'-methoxy- ; 2',6'-Dihydroxy-4'-methoxychalcone
HY-N3057
2-Propen-1-one, 1-(2,6-dihydroxy-4-methoxyphenyl)-3-phenyl-, (E)-
BDBM50607854
LMPK12120244
AKOS016009445
EBC-617156
NCGC00090582-01
FP158556
MS-23821
CS-0023108
NS00058679
ST50331405
E88646
2-Propen-1-one, 1-(2,6-dihydroxy-4-methoxyphenyl)-3-phenyl-
(2E)-1-(2,6-Dihydroxy-4-methoxyphenyl)-3-phenyl-2-propen-1-one
(E)-1-(2,6-dihydroxy-4-methoxy-phenyl)-3-phenyl-prop-2-en-1-one
(2E)-1-(2,6-Dihydroxy-4-methoxyphenyl)-3-phenyl-2-propen-1-one #
NCGC00090582-03!(E)-1-(2,6-dihydroxy-4-methoxyphenyl)-3-phenylprop-2-en-1-one
2-Propen-1-one, 1-(2,6-dihydroxy-4-methoxyphenyl)-3-phenyl-, (2E)-; 2-Propen-1-one, 1-(2,6-dihydroxy-4-methoxyphenyl)-3-phenyl-, (E)-; Chalcone, 2',6'-dihydroxy-4'-methoxy- (8CI); (E)-1-(2,6-Dihydroxy-4-methoxyphenyl)-3-phenyl-2-propen-1-one; 2',6'-Dihydroxy-4'-methoxychalcone; Pinostrobin chalcone",5316793,C16H14O4,270.089208928,3.1507999999999994,0,0,0,BTM00573,BTM00573,4'-Dehydroxylation of substituted benzene,BTMR1012,Unspecified bacterial dehydroxylase,GUTMICRO,BTM00189,OC=1C(C(=O)C=CC2=CC=C(O)C=C2)=C(O)C=C(OC)C1,"InChI=1S/C16H14O5/c1-21-12-8-14(19)16(15(20)9-12)13(18)7-4-10-2-5-11(17)6-3-10/h2-9,17,19-20H,1H3/b7-4+",JGPQAWUEYNNXOH-QPJJXVBHSA-N,2.8833999999999995,286.084123548
"InChI=1S/C16H16O5/c1-21-12-5-2-10(3-6-12)4-7-13(18)16-14(19)8-11(17)9-15(16)20/h2-3,5-6,8-9,17,19-20H,4,7H2,1H3",YQNPVOBVGNGYHD-UHFFFAOYSA-N,OC=1C(C(=O)CCC2=CC=C(OC)C=C2)=C(O)C=C(O)C1,"76172-68-4
3-(4-Methoxyphenyl)-1-(2,4,6-trihydroxyphenyl)propan-1-one
2',4',6'-Trihydroxy-4-methoxydihydrochalcone
4-METHOXY-2',4',6'-TRIHYDROXYDIHYDROCHALCONE
CHEMBL4101262
3-(4-methoxyphenyl)-1-(2,4,6-trihydroxyphenyl)-1-propanone
Isosakuranetin dihydrochalcone
Dihydrosakuranetin
O-methyl phloretin
EINECS 278-386-7
Phloretin-4-methyl ether
SCHEMBL457127
DTXSID90997516
CHEBI:184470
BDBM50235131
LMPK12120528
FM66523
XI161831
3-(4-methoxyphenyl)propanoyl-phloroglucinol
NS00058937
G71557
AF-213/30142002",3086055,C16H16O5,288.099773612,2.9065999999999983,0,1,1,BTM00565,BTM00565,"Reduction of alpha,beta-unsaturated carbon-carbon double bond adjacent to electron withdrawing group",BTMR1209,EC 1.6.99.1,GUTMICRO,BTM00190,OC=1C(C(=O)C=CC2=CC=C(OC)C=C2)=C(O)C=C(O)C1,"InChI=1S/C16H14O5/c1-21-12-5-2-10(3-6-12)4-7-13(18)16-14(19)8-11(17)9-15(16)20/h2-9,17,19-20H,1H3/b7-4+",DGUBZDXYXXUHTJ-QPJJXVBHSA-N,2.8833999999999995,286.084123548
"InChI=1S/C15H12O7/c16-8-5-11(19)14(12(20)6-8)15(22)13(21)4-7-1-2-9(17)10(18)3-7/h1-3,5-6,16-20H,4H2",WJMNZKRECUAECE-UHFFFAOYSA-N,OC=1C(C(=O)C(CC2=CC=C(O)C(=C2)O)=O)=C(O)C=C(O)C1,,,C15H12O7,304.058302724,1.6682,0,1,1,BTM00615,BTM00615,Flavanon-3-ol C-ring fission,BTMR0272,Unspecified gut bacterial enzyme,GUTMICRO,BTM00210,O1C=2C(C(=O)C(C1C3=CC=C(O)C(=C3)O)O)=C(O)C=C(O)C2,"InChI=1S/C15H12O7/c16-7-4-10(19)12-11(5-7)22-15(14(21)13(12)20)6-1-2-8(17)9(18)3-6/h1-5,14-19,21H",CXQWRCVTCMQVQX-UHFFFAOYSA-N,1.4848000000000001,304.058302724
"InChI=1S/C15H12O6/c16-8-3-1-7(2-4-8)15-14(20)13(19)12-10(18)5-9(17)6-11(12)21-15/h1-6,14-18,20H",PADQINQHPQKXNL-UHFFFAOYSA-N,O1C=2C(C(=O)C(C1C3=CC=C(O)C=C3)O)=C(O)C=C(O)C2,"3,5,7-trihydroxy-2-(4-hydroxyphenyl)-2,3-dihydrochromen-4-one
3,5,7-trihydroxy-2-(4-hydroxyphenyl)chroman-4-one
RefChem:1065862
724434-08-6
(+/-)-Dihydrokaempferol
104486-98-8
3,5,7,4''-TETRAHYDROXYFLAVANONE
4H-1-Benzopyran-4-one,2,3-dihydro-3,5,7-trihydroxy-2-(4-hydroxyphenyl)-, trans-
(+)-Aromadendrol
5150-32-3
KAEMPFEROL_met008
SCHEMBL39319
CHEMBL398847
orb1989727
SCHEMBL29454736
DTXSID50274279
PADQINQHPQKXNL-UHFFFAOYSA-N
NSC327432
4H-1-Benzopyran-4-one, 2,3-dihydro-3,5,7-trihydroxy-2-(4-hydroxyphenyl)-
AKOS032948350
AT25341
NSC-327432
NCGC00488813-01
NS00134207
2,3-Dihydro-3,5,7-trihydroxy-2-(4-hydroxyphenyl)-4H-1-benzopyran-4-one;
3,5,7-Trihydroxy-2-(4-hydroxyphenyl)-2,3-dihydro-4H-1-benzopyran-4-one
3,5,7-Trihydroxy-2-(4-hydroxyphenyl)-2,3-dihydro-4H-chromen-4-one #
4H-1-Benzopyran-4-one,3-dihydro-3,5,7-trihydroxy-2-(4-hydroxyphenyl)-",662,C15H12O6,288.06338810399996,1.7521999999999995,0,1,1,BTM00058,BTM00058,3'-Dehydroxylation of substituted benzene,BTMR1314,Unspecified bacterial dehydroxylase,GUTMICRO,BTM00210,O1C=2C(C(=O)C(C1C3=CC=C(O)C(=C3)O)O)=C(O)C=C(O)C2,"InChI=1S/C15H12O7/c16-7-4-10(19)12-11(5-7)22-15(14(21)13(12)20)6-1-2-8(17)9(18)3-6/h1-5,14-19,21H",CXQWRCVTCMQVQX-UHFFFAOYSA-N,1.4848000000000001,304.058302724
"InChI=1S/C15H12O6/c16-8-3-1-2-7(4-8)15-14(20)13(19)12-10(18)5-9(17)6-11(12)21-15/h1-6,14-18,20H",DZSSVTVFEOJHQF-UHFFFAOYSA-N,O1C=2C(C(=O)C(C1C3=CC=CC(=C3)O)O)=C(O)C=C(O)C2,"3,5,7-trihydroxy-2-(3-hydroxyphenyl)chroman-4-one",25073149,C15H12O6,288.06338810399996,1.7521999999999995,0,1,1,BTM00613,BTM00613,4'-Dehydroxylation of substituted benzene,BTMR1012,Unspecified bacterial dehydroxylase,GUTMICRO,BTM00210,O1C=2C(C(=O)C(C1C3=CC=C(O)C(=C3)O)O)=C(O)C=C(O)C2,"InChI=1S/C15H12O7/c16-7-4-10(19)12-11(5-7)22-15(14(21)13(12)20)6-1-2-8(17)9(18)3-6/h1-5,14-19,21H",CXQWRCVTCMQVQX-UHFFFAOYSA-N,1.4848000000000001,304.058302724
"InChI=1S/C15H10O6/c16-8-3-1-7(2-4-8)14-15(19)13(18)12-10(20-14)5-9(17)6-11(12)21-15/h1-6,14,16-17,19H",RYUKBCHAIBRYAO-UHFFFAOYSA-N,O1C=2C=3C(=O)C(C1C4=CC=C(O)C=C4)(O)OC3C=C(O)C2,,,C15H10O6,286.04773803999996,1.9713000000000003,0,1,1,BTM00627,BTM00627,Fuzzy fusion ring forming reaction for aphitonin,BTMR1344,Unspecified gut bacterial enzyme,GUTMICRO,BTM00211,O1C=2C(C(=O)C(C1C3=CC=C(O)C=C3)=O)=C(O)C=C(O)C2,"InChI=1S/C15H10O6/c16-8-3-1-7(2-4-8)15-14(20)13(19)12-10(18)5-9(17)6-11(12)21-15/h1-6,15-18H",FMQGOSLZLQKFAM-UHFFFAOYSA-N,1.9991000000000005,286.04773803999996
"InChI=1S/C15H10O5/c16-9-6-10(17)12-11(7-9)20-15(14(19)13(12)18)8-4-2-1-3-5-8/h1-7,15-17H",HDTRJGVVKZGWQZ-UHFFFAOYSA-N,O1C=2C(C(=O)C(C1C3=CC=CC=C3)=O)=C(O)C=C(O)C2,"5,7-dihydroxyflavonone
SCHEMBL23043989",129786236,C15H10O5,270.05282342,2.2665,0,0,0,BTM00612,BTM00612,4'-Dehydroxylation of substituted benzene,BTMR1012,Unspecified bacterial dehydroxylase,GUTMICRO,BTM00211,O1C=2C(C(=O)C(C1C3=CC=C(O)C=C3)=O)=C(O)C=C(O)C2,"InChI=1S/C15H10O6/c16-8-3-1-7(2-4-8)15-14(20)13(19)12-10(18)5-9(17)6-11(12)21-15/h1-6,15-18H",FMQGOSLZLQKFAM-UHFFFAOYSA-N,1.9991000000000005,286.04773803999996
"InChI=1S/C15H14O6/c16-9-6-13(20)15(14(21)7-9)11(18)4-2-8-1-3-10(17)12(19)5-8/h1,3,5-7,16-17,19-21H,2,4H2",CNABJBYLQABXJR-UHFFFAOYSA-N,OC=1C(C(=O)CCC2=CC=C(O)C(=C2)O)=C(O)C=C(O)C1,"3-Hydroxyphloretin
57765-66-9
3,4,2',4',6'-Pentahydroxydihydrochalcone
RefChem:911422
ERIODICTYOL DIHYDROCHALCONE
3-(3,4-dihydroxyphenyl)-1-(2,4,6-trihydroxyphenyl)propan-1-one
CHEMBL492818
2',4',6',3,4-Pentahydroxydihydrochalcone
3-(3,4-Dihydroxyphenyl)-1-(2,4,6-trihydroxyphenyl)-1-propanone
hydroxyphloretin
SCHEMBL1844189
SCHEMBL29716655
CHEBI:174757
1-(2,4,6-trihydroxyphenyl)-3-(3,4-dihydroxyphenyl)-1-propanone
BDBM50559081
LMPK12120534
FP65761
C22567",11778945,C15H14O6,290.07903816799995,2.3882000000000003,0,1,1,BTM00618,BTM00618,"Reduction of alpha,beta-unsaturated carbon-carbon double bond adjacent to electron withdrawing group",BTMR1209,EC 1.6.99.1,GUTMICRO,BTM00218,OC=1C(C(=O)C=CC2=CC=C(O)C(=C2)O)=C(O)C=C(O)C1,"InChI=1S/C15H12O6/c16-9-6-13(20)15(14(21)7-9)11(18)4-2-8-1-3-10(17)12(19)5-8/h1-7,16-17,19-21H/b4-2+",CRBYNQCDRNZCNX-DUXPYHPUSA-N,2.3650000000000007,288.06338810399996
"InChI=1S/C15H12O5/c16-10-3-1-2-9(6-10)4-5-12(18)15-13(19)7-11(17)8-14(15)20/h1-8,16-17,19-20H/b5-4+",KFBXNJZBKRGTNK-SNAWJCMRSA-N,OC=1C(C(=O)C=CC2=CC=CC(=C2)O)=C(O)C=C(O)C1,SCHEMBL25199689,102081355,C15H12O5,272.068473484,2.6323999999999996,0,1,1,BTM00628,BTM00628,Dehydroxylation of catechol,BTMR0278,Unspecified bacterial dehydroxylase,GUTMICRO,BTM00218,OC=1C(C(=O)C=CC2=CC=C(O)C(=C2)O)=C(O)C=C(O)C1,"InChI=1S/C15H12O6/c16-9-6-13(20)15(14(21)7-9)11(18)4-2-8-1-3-10(17)12(19)5-8/h1-7,16-17,19-21H/b4-2+",CRBYNQCDRNZCNX-DUXPYHPUSA-N,2.3650000000000007,288.06338810399996
"InChI=1S/C15H12O5/c16-10-4-1-9(2-5-10)3-6-12(18)15-13(19)7-11(17)8-14(15)20/h1-8,16-17,19-20H/b6-3+",YQHMWTPYORBCMF-ZZXKWVIFSA-N,OC=1C(C(=O)C=CC2=CC=C(O)C=C2)=C(O)C=C(O)C1,"naringenin chalcone
Chalconaringenin
73692-50-9
Isosalipurpol
25515-46-2
2',4,4',6'-Tetrahydroxychalcone
trans-2',4,4',6'-Tetrahydroxychalcone
YCF6Z24AS2
2'4'6'4-Tetrahydroxychalcone
CHEBI:15413
3-(4-Hydroxyphenyl)-1-(2,4,6-trihydroxyphenyl)-2-propen-1-one
(2E)-3-(4-Hydroxyphenyl)-1-(2,4,6-trihydroxyphenyl)-2-propen-1-one
DTXSID201025574
RefChem:832073
DTXCID701526072
860-137-4
Chalcononaringenin
(2E)-3-(4-hydroxyphenyl)-1-(2,4,6-trihydroxyphenyl)prop-2-en-1-one
(E)-3-(4-hydroxyphenyl)-1-(2,4,6-trihydroxyphenyl)prop-2-en-1-one
MFCD00016762
2,4,4,6-tetrahydroxychalcone
CHEMBL338066
4,2,4,6-Tetrahydroxychalcone
3-(4-hydroxyphenyl)-1-(2,4,6-trihydroxyphenyl)prop-2-en-1-one
Chalcone, 2,4,4,6-tetrahydroxy-
4,2',4',6'-TETRAHYDROXYCHALCONE
2',4',6',4-tetrahydroxychalcone
(2E)- 3-(4-hydroxyphenyl)-1-(2,4,6-trihydroxyphenyl)-2-Propen-1-one
2-Propen-1-one, 3-(4-hydroxyphenyl)-1-(2,4,6-trihydroxyphenyl)-, (2E)-
Naringenin chalcon
(E)-Naringenin chalcone
UNII-YCF6Z24AS2
MLS000863595
SCHEMBL443275
MEGxp0_001759
orb1304643
orb1685439
ACon1_001222
DTXSID101043553
HMS2269F17
HY-N3007
BDBM50042993
LMPK12120264
AKOS037515150
CCG-267176
EBC-470050
FN76317
2'',4,4'',6''-tetrahydroxychalcone
NCGC00142554-01
NCGC00142554-02
AC-34933
MS-23851
SMR000440735
ST057656
CS-0022919
S9440
C06561
Q25098661
(2E)a3a(4aHydroxyphenyl)a1a(2,4,6atrihydroxyphenyl)propa2aena1aone
3-(4-hydroxyphemyl)-1-(2,4,6-trihydroxyphenyl)prop-2-en-1-one
3-(4-Hydroxyphenyl)-1-(2,4,6-trihydroxyphenyl)-2-propen-1-one, 9CI
5071-40-9",5280960,C15H12O5,272.068473484,2.6323999999999996,0,1,1,BTM00062,BTM00062,3'-Dehydroxylation of substituted benzene,BTMR1314,Unspecified bacterial dehydroxylase,GUTMICRO,BTM00218,OC=1C(C(=O)C=CC2=CC=C(O)C(=C2)O)=C(O)C=C(O)C1,"InChI=1S/C15H12O6/c16-9-6-13(20)15(14(21)7-9)11(18)4-2-8-1-3-10(17)12(19)5-8/h1-7,16-17,19-21H/b4-2+",CRBYNQCDRNZCNX-DUXPYHPUSA-N,2.3650000000000007,288.06338810399996
"InChI=1S/C15H12O5/c16-9-6-10(17)12(11(18)7-9)13(19)15-14(20-15)8-4-2-1-3-5-8/h1-7,14-18H",KOFSPBQYPFLIOK-UHFFFAOYSA-N,OC=1C(C(=O)C2C(C3=CC=CC=C3)O2)=C(O)C=C(O)C1,,,C15H12O5,272.068473484,2.1770999999999994,0,1,1,BTM00620,BTM00620,4'-Dehydroxylation of substituted benzene,BTMR1012,Unspecified bacterial dehydroxylase,GUTMICRO,BTM00219,OC=1C(C(=O)C2C(C3=CC=C(O)C=C3)O2)=C(O)C=C(O)C1,"InChI=1S/C15H12O6/c16-8-3-1-7(2-4-8)14-15(21-14)13(20)12-10(18)5-9(17)6-11(12)19/h1-6,14-19H",XZJLFDDHZNTLGR-UHFFFAOYSA-N,1.9096999999999997,288.06338810399996
"InChI=1S/C15H12O5/c16-10-7-11(17)14(12(18)8-10)15(20)13(19)6-9-4-2-1-3-5-9/h1-5,7-8,16-18H,6H2",MTGBJYSGHIMPQY-UHFFFAOYSA-N,OC=1C(C(=O)C(CC2=CC=CC=C2)=O)=C(O)C=C(O)C1,,,C15H12O5,272.068473484,2.203,0,1,1,BTM00629,BTM00629,Flavanon-3-ol C-ring fission,BTMR0272,Unspecified gut bacterial enzyme,GUTMICRO,BTM00221,O1C=2C(C(=O)C(C1C3=CC=CC=C3)O)=C(O)C=C(O)C2,"InChI=1S/C15H12O5/c16-9-6-10(17)12-11(7-9)20-15(14(19)13(12)18)8-4-2-1-3-5-8/h1-7,14-17,19H",SUYJZKRQHBQNCA-UHFFFAOYSA-N,2.0195999999999996,272.068473484
"InChI=1S/C15H12O5/c16-10-3-1-2-9(6-10)4-5-12(18)15-13(19)7-11(17)8-14(15)20/h1-8,16-17,19-20H/b5-4+",KFBXNJZBKRGTNK-SNAWJCMRSA-N,OC=1C(C(=O)C=CC2=CC=CC(=C2)O)=C(O)C=C(O)C1,SCHEMBL25199689,102081355,C15H12O5,272.068473484,2.6323999999999996,0,1,1,BTM00628,BTM00628,Flavanone C-ring fission,BTMR0273,Unspecified gut bacterial enzyme,GUTMICRO,BTM00222,O1C=2C(C(=O)CC1C3=CC=CC(=C3)O)=C(O)C=C(O)C2,"InChI=1S/C15H12O5/c16-9-3-1-2-8(4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-6,13,16-18H,7H2",NJWJQMLMBXIOJW-UHFFFAOYSA-N,2.2977000000000007,272.068473484
"InChI=1S/C15H12O4/c16-10-6-11(17)15-12(18)8-13(19-14(15)7-10)9-4-2-1-3-5-9/h1-7,13,16-17H,8H2",URFCJEUYXNAHFI-UHFFFAOYSA-N,O1C=2C(C(=O)CC1C3=CC=CC=C3)=C(O)C=C(O)C2,"68745-38-0
5,7-Dihydroxyflavanone
DTXSID80285959
RefChem:1072263
DTXCID90212731
(+/-)-pinocembrin
5,7-dihydroxy-2-phenylchroman-4-one
rac-Pinocembrin
Pinocembrin (racemic)
MFCD00017482
5,7-dihydroxy-2-phenyl-2,3-dihydrochromen-4-one
4H-1-Benzopyran-4-one, 2,3-dihydro-5,7-dihydroxy-2-phenyl-
( inverted exclamation markA)-Pinocembrin
NSC279005
5,7-Dihydroxy-2-phenyl-chroman-4-one
(s)-pinocembrin
(+/-)-5,7-Dihydroxyflavanone; NSC 43318
NSC43318
NSC-43318
NSC661207
()-Pinocembrin
PTP inhibitor, 4l
MLS000877016
CHEMBL70518
SCHEMBL291899
MEGxp0_000456
orb1684311
orb3032915
4H-1-Benzopyran-4-one, 2,3-dihydro-5,7-dihydroxy-2-phenyl-, (-)-
4H-1-Benzopyran-4-one, 2,3-dihydro-5,7-dihydroxy-2-phenyl-, (S)-
SCHEMBL30186539
ACon1_000231
5,7-dihydroxy-2-phenyl-3,4-dihydro-2H-1-benzopyran-4-one
BDBM243060
HMS2267H13
HMS3330B01
GIA66042
HY-N2540
SBB066101
AKOS015895182
DL-0108
EBC-459046
FP66340
FS-7859
NSC-661207
SB17302
NCGC00180757-01
AC-35131
SMR000440642
()-5,7-Dihydroxyflavanone; NSC 43318
DB-055185
CS-0022812
NS00097243
H37437
Q748200
BRD-A84450718-001-01-4
5,7-Dihydroxy-2-phenyl-2,3-dihydro-4H-chromen-4-one #
5,7-Dihydroxy-2-phenyl-2,3-dihydro-4H-1-benzopyran-4-one
4H-1-Benzopyran-4-one,3-dihydro-5,7-dihydroxy-2-phenyl-, (-)-
4H-1-Benzopyran-4-one,3-dihydro-5,7-dihydroxy-2-phenyl-, (S)-",238782,C15H12O4,256.073558864,2.5651,0,0,0,BTM00063,BTM00063,3'-Dehydroxylation of substituted benzene,BTMR1314,Unspecified bacterial dehydroxylase,GUTMICRO,BTM00222,O1C=2C(C(=O)CC1C3=CC=CC(=C3)O)=C(O)C=C(O)C2,"InChI=1S/C15H12O5/c16-9-3-1-2-8(4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-6,13,16-18H,7H2",NJWJQMLMBXIOJW-UHFFFAOYSA-N,2.2977000000000007,272.068473484
